연번,ID,매매_22년_2분기,등락율,전세가율,전용면적.17,구별인구.17,거래량18,거래허가제TF,아파트TF,주상복합TF,도시형주택TF,일반분양TF,복합분양TF,임대분양TF,사용승인년도,동당세대수,승강기합계,동수,세대수,관리원당세대수,승강기당세대수,세대당주차수,지하주차비율,세대당cctv수,관리인원수,연간소독횟수,관리위탁여부,개별난방TF,중앙난방TF,지역난방TF,복도식TF,혼합형TF,계단식TF,메이저시공사TF,조합시행TF,철근철골구조TF,홈네트워크TF,관리시설수
580,서울특별시 강서구 마곡동 한솔솔파크 80,"107,500", - ,52,80,"578,465",0,0,1,0,0,1,0,0,2005,43,50,6,258,32.25,5.16,1.135658915,0.372013652,0.224806202,8,12,1,1,0,0,0,0,1,0,0,1,1,5
581,서울특별시 강서구 방화동 개화 100,"94,500",6.4,46,100,"578,465",1,0,1,0,0,1,0,0,1994,66,54,7,462,28.875,8.555555556,1.372294372,0.630914826,0.29004329,16,4,1,0,0,1,0,0,1,0,0,0,0,4
582,서울특별시 강서구 방화동 개화 130,"120,000",4.2,51,130,"578,465",1,0,1,0,0,1,0,0,1994,66,54,7,462,28.875,8.555555556,1.372294372,0.630914826,0.29004329,16,4,1,0,0,1,0,0,1,0,0,0,0,4
583,서울특별시 강서구 방화동 대림e-편한세상 70,"74,500",0.7,60,70,"578,465",1,0,1,0,0,1,0,0,2003,69.75,37,4,279,25.36363636,7.540540541,1.154121864,0.599378882,0.164874552,11,12,1,1,0,0,0,0,1,0,0,0,0,5
584,서울특별시 강서구 방화동 대림e-편한세상 80,"83,000", - ,64,80,"578,465",0,0,1,0,0,1,0,0,2003,69.75,37,4,279,25.36363636,7.540540541,1.154121864,0.599378882,0.164874552,11,12,1,1,0,0,0,0,1,0,0,0,0,5
586,서울특별시 강서구 방화동 동부센트레빌 80,"72,250", - ,57,80,"578,465",0,0,1,0,0,1,0,0,2003,51.25,35,4,205,25.625,5.857142857,1.048780488,0.781395349,0.175609756,8,12,1,1,0,0,0,0,1,0,0,0,0,5
587,서울특별시 강서구 방화동 동성 60,"74,833",-0.2,46,60,"578,465",3,0,1,0,0,1,0,0,1993,76.22222222,73,9,686,31.18181818,9.397260274,1.278425656,0.663625998,0.139941691,22,12,1,0,0,1,0,0,1,0,0,0,1,6
588,서울특별시 강서구 방화동 동성 80,"88,500", - ,48,80,"578,465",0,0,1,0,0,1,0,0,1993,76.22222222,73,9,686,31.18181818,9.397260274,1.278425656,0.663625998,0.139941691,22,12,1,0,0,1,0,0,1,0,0,0,1,6
590,서울특별시 강서구 방화동 마곡삼성아파트 60,"69,150", - ,51,60,"578,465",0,0,1,0,0,1,0,0,1998,170,28,1,170,21.25,6.071428571,1.294117647,0.75,0.188235294,8,12,1,1,0,0,0,0,1,1,1,0,0,4
591,서울특별시 강서구 방화동 마곡서광 60,"58,133", - ,57,60,"578,465",0,0,1,0,0,1,0,0,1998,56.8,28,5,284,35.5,10.14285714,1.007042254,0.776223776,0.207746479,8,12,1,1,0,0,0,0,1,0,0,0,0,0
592,서울특별시 강서구 방화동 마곡우림필유아파트 80,"97,000", - ,47,80,"578,465",0,0,1,0,0,1,0,0,2003,106.6666667,36,3,320,32,8.888888889,1.146875,0.746594005,0.171875,10,12,1,1,0,0,0,0,1,0,1,0,0,5
593,서울특별시 강서구 방화동 마곡청구아파트 60,"68,500", - ,63,60,"578,465",0,0,1,0,0,1,0,0,1998,69.66666667,27,3,209,26.125,7.740740741,1,0.842105263,0.153110048,8,12,1,1,0,0,0,0,1,0,1,0,0,5
594,서울특별시 강서구 방화동 마곡청구아파트 80,"88,625", - ,42,80,"578,465",0,0,1,0,0,1,0,0,1998,69.66666667,27,3,209,26.125,7.740740741,1,0.842105263,0.153110048,8,12,1,1,0,0,0,0,1,0,1,0,0,5
595,서울특별시 강서구 방화동 마곡푸르지오 60,"107,500",-2.3,37,60,"578,465",1,0,1,0,0,1,0,0,2008,48.71428571,41,7,341,31,8.317073171,1.290322581,0.886363636,0.372434018,11,12,1,1,0,0,0,0,1,1,1,0,1,5
596,서울특별시 강서구 방화동 마곡푸르지오 80,"130,000", - ,46,80,"578,465",0,0,1,0,0,1,0,0,2008,48.71428571,41,7,341,31,8.317073171,1.290322581,0.886363636,0.372434018,11,12,1,1,0,0,0,0,1,1,1,0,1,5
597,서울특별시 강서구 방화동 마곡현대아파트 60,"66,000", - ,54,60,"578,465",0,0,1,0,0,1,0,0,1999,50.5,29,4,202,25.25,6.965517241,1.173267327,0.966244726,0.326732673,8,4,1,1,0,0,0,1,0,1,1,0,0,4
598,서울특별시 강서구 방화동 마곡현대아파트 80,"87,800", - ,49,80,"578,465",0,0,1,0,0,1,0,0,1999,50.5,29,4,202,25.25,6.965517241,1.173267327,0.966244726,0.326732673,8,4,1,1,0,0,0,1,0,1,1,0,0,4
599,서울특별시 강서구 방화동 방화12도시개발공사 40,"59,300",-1.2,33,40,"578,465",1,0,1,0,0,1,0,0,1994,116.25,56,8,930,44.28571429,16.60714286,0.453763441,0.402843602,0.1,21,12,1,0,0,1,1,0,0,0,0,0,0,0
600,서울특별시 강서구 방화동 방화12도시개발공사 50,"66,233", - ,41,50,"578,465",0,0,1,0,0,1,0,0,1994,116.25,56,8,930,44.28571429,16.60714286,0.453763441,0.402843602,0.1,21,12,1,0,0,1,1,0,0,0,0,0,0,0
601,서울특별시 강서구 방화동 방화12도시개발공사 60,"59,500", - ,51,60,"578,465",0,0,1,0,0,1,0,0,1994,116.25,56,8,930,44.28571429,16.60714286,0.453763441,0.402843602,0.1,21,12,1,0,0,1,1,0,0,0,0,0,0,0
602,서울특별시 강서구 방화동 방화4단지 100,"111,000", - ,49,100,"578,465",0,0,1,0,0,1,0,0,1994,52.30769231,75,13,680,27.2,9.066666667,1.45,0.60040568,0.214705882,25,4,0,0,0,1,0,0,1,0,0,0,0,5
603,서울특별시 강서구 방화동 방화4단지 130,"100,000",-33,52,130,"578,465",1,0,1,0,0,1,0,0,1994,52.30769231,75,13,680,27.2,9.066666667,1.45,0.60040568,0.214705882,25,4,0,0,0,1,0,0,1,0,0,0,0,5
604,서울특별시 강서구 방화동 방화5 30,"56,750",1.9,30,30,"578,465",2,0,1,0,0,1,0,0,1994,228.6666667,81,6,1372,45.73333333,16.9382716,0.409620991,0.327402135,0.064139942,30,12,1,0,0,1,1,0,0,0,0,0,0,6
605,서울특별시 강서구 방화동 방화5 40,"60,735",-2.1,37,40,"578,465",4,0,1,0,0,1,0,0,1994,228.6666667,81,6,1372,45.73333333,16.9382716,0.409620991,0.327402135,0.064139942,30,12,1,0,0,1,1,0,0,0,0,0,0,6
606,서울특별시 강서구 방화동 방화5 50,"74,233", - ,45,50,"578,465",0,0,1,0,0,1,0,0,1994,228.6666667,81,6,1372,45.73333333,16.9382716,0.409620991,0.327402135,0.064139942,30,12,1,0,0,1,1,0,0,0,0,0,0,6
607,서울특별시 강서구 방화동 방화그린 30,"56,500",16.3,35,30,"578,465",1,0,1,0,0,1,0,0,1993,164,71,6,984,36.44444444,13.85915493,0.340447154,0.27761194,0.071138211,27,12,1,0,0,1,1,0,0,0,0,0,0,6
609,서울특별시 강서구 방화동 방화그린 40,"62,300", - ,38,40,"578,465",0,0,1,0,0,1,0,0,1993,164,71,6,984,36.44444444,13.85915493,0.340447154,0.27761194,0.071138211,27,12,1,0,0,1,1,0,0,0,0,0,0,6
611,서울특별시 강서구 방화동 방화그린 50,"66,433", - ,39,50,"578,465",0,0,1,0,0,1,0,0,1993,164,71,6,984,36.44444444,13.85915493,0.340447154,0.27761194,0.071138211,27,12,1,0,0,1,1,0,0,0,0,0,0,6
615,서울특별시 강서구 방화동 삼성꽃마을 80,"75,000", - ,59,80,"578,465",0,0,1,0,0,1,0,0,1997,68.66666667,25,3,206,25.75,8.24,0.922330097,0.584210526,0.097087379,8,4,1,1,0,0,0,0,1,1,0,0,0,4
616,서울특별시 강서구 방화동 신동아 60,"69,700", - ,49,60,"578,465",0,0,1,0,0,1,0,0,1995,112,28,2,224,24.88888889,8,0.790178571,0.745762712,0.25,9,4,1,0,0,1,0,1,0,0,1,0,0,3
617,서울특별시 강서구 방화동 신동아 80,"88,000", - ,44,80,"578,465",0,0,1,0,0,1,0,0,1995,112,28,2,224,24.88888889,8,0.790178571,0.745762712,0.25,9,4,1,0,0,1,0,1,0,0,1,0,0,3
618,서울특별시 강서구 방화동 신안네트빌1단지 80,"76,750", - ,43,80,"578,465",0,0,1,0,0,1,0,0,2002,95,38,3,285,21.92307692,7.5,1.164912281,0.846385542,0.207017544,13,12,0,0,0,0,0,1,0,0,0,0,0,4
619,서울특별시 강서구 방화동 월드메르디앙101동 80,"73,467", - ,66,80,"578,465",0,0,1,0,0,1,0,0,2004,86,36,3,258,23.45454545,7.166666667,1.11627907,0.659722222,0.220930233,11,12,1,1,0,0,0,0,1,0,0,0,0,3
620,서울특별시 강서구 방화동 장미 40,"64,000", - ,35,40,"578,465",0,0,1,0,0,1,0,0,1994,129,35,3,387,29.76923077,11.05714286,0.617571059,0.481171548,0.046511628,13,12,1,0,0,1,1,0,0,1,0,0,0,7
621,서울특별시 강서구 방화동 장미 50,"63,250", - ,38,50,"578,465",0,0,1,0,0,1,0,0,1994,129,35,3,387,29.76923077,11.05714286,0.617571059,0.481171548,0.046511628,13,12,1,0,0,1,1,0,0,1,0,0,0,7
622,서울특별시 강서구 방화동 장미 60,"59,800", - ,38,60,"578,465",0,0,1,0,0,1,0,0,1994,129,35,3,387,29.76923077,11.05714286,0.617571059,0.481171548,0.046511628,13,12,1,0,0,1,1,0,0,1,0,0,0,7
623,서울특별시 강서구 방화동 진로 80,"62,000",-11,81,80,"578,465",1,0,1,0,0,1,0,0,1994,80,27,2,160,20,5.925925926,1.0375,0.656626506,0.2,8,12,1,0,0,1,0,0,1,0,0,0,0,4
624,서울특별시 강서구 방화동 청솔 40,"53,175", - ,43,40,"578,465",0,0,1,0,0,1,0,0,1994,162.6666667,36,3,488,37.53846154,13.55555556,0.633196721,0.459546926,0.06557377,13,4,1,0,0,1,1,0,0,0,0,0,0,3
625,서울특별시 강서구 방화동 청솔 50,"65,343", - ,55,50,"578,465",0,0,1,0,0,1,0,0,1994,162.6666667,36,3,488,37.53846154,13.55555556,0.633196721,0.459546926,0.06557377,13,4,1,0,0,1,1,0,0,0,0,0,0,3
626,서울특별시 강서구 방화동 청솔 60,"74,500", - ,49,60,"578,465",0,0,1,0,0,1,0,0,1994,162.6666667,36,3,488,37.53846154,13.55555556,0.633196721,0.459546926,0.06557377,13,4,1,0,0,1,1,0,0,0,0,0,0,3
627,서울특별시 강서구 방화동 치현마을동일스위트리버 80,"76,250",-6.2,54,80,"578,465",2,0,1,0,0,1,0,0,2004,71,36,3,213,17.75,5.916666667,1.051643192,0.803571429,0.225352113,12,12,1,1,0,0,0,0,1,0,0,0,0,3
630,서울특별시 강서구 방화동 한숲마을대림 60,"64,250", - ,56,60,"578,465",0,0,1,0,0,1,0,0,1999,68.66666667,24,3,206,29.42857143,8.583333333,1.009708738,0.894230769,0.165048544,7,12,1,1,0,0,0,0,1,1,0,0,0,4
631,서울특별시 강서구 방화동 한숲마을대림 80,"76,500", - ,38,80,"578,465",0,0,1,0,0,1,0,0,1999,68.66666667,24,3,206,29.42857143,8.583333333,1.009708738,0.894230769,0.165048544,7,12,1,1,0,0,0,0,1,1,0,0,0,4
633,서울특별시 강서구 방화동 한진로즈힐 60,"78,300", - ,47,60,"578,465",0,0,1,0,0,1,0,0,2004,59,39,6,354,32.18181818,9.076923077,1.033898305,0.898907104,0.163841808,11,6,1,1,0,0,0,1,0,0,0,0,1,0
634,서울특별시 강서구 방화동 한진로즈힐 80,"84,920", - ,55,80,"578,465",0,0,1,0,0,1,0,0,2004,59,39,6,354,32.18181818,9.076923077,1.033898305,0.898907104,0.163841808,11,6,1,1,0,0,0,1,0,0,0,0,1,0
637,서울특별시 강서구 염창동 강변월드메르디앙 80,"122,000", - ,51,80,"578,465",0,0,1,0,0,1,0,0,2010,54.66666667,24,3,164,20.5,6.833333333,1.408536585,1,0.518292683,8,4,0,1,0,0,0,0,1,0,0,0,0,5
639,서울특별시 강서구 염창동 강변한솔솔파크 80,"121,500",-0.4,43,80,"578,465",1,0,1,0,0,1,0,0,2005,56.875,48,8,455,28.4375,9.479166667,1.164835165,0.726415094,0.178021978,16,12,0,1,0,0,0,0,1,0,1,0,0,4
640,서울특별시 강서구 염창동 강변힐스테이트 80,"125,000", - ,43,80,"578,465",0,0,1,0,0,1,0,0,2005,59.57142857,49,7,417,26.0625,8.510204082,1.110311751,0.740820734,0.24940048,16,12,1,1,0,0,0,0,1,1,0,0,0,5
641,서울특별시 강서구 염창동 관음삼성 60,"87,500", - ,54,60,"578,465",0,0,1,0,0,1,0,0,1997,116.6666667,30,3,350,38.88888889,11.66666667,0.931428571,0.622699387,0.202857143,9,3,1,1,0,0,0,0,1,0,0,0,1,4
642,서울특별시 강서구 염창동 극동상록수 60,"84,750", - ,40,60,"578,465",0,0,1,0,0,1,0,0,1999,128,24,2,256,36.57142857,10.66666667,1,0.828125,0.1875,7,12,1,1,0,0,0,1,0,0,0,0,0,4
643,서울특별시 강서구 염창동 극동상록수 80,"104,000", - ,36,80,"578,465",0,0,1,0,0,1,0,0,1999,128,24,2,256,36.57142857,10.66666667,1,0.828125,0.1875,7,12,1,1,0,0,0,1,0,0,0,0,0,4
644,서울특별시 강서구 염창동 금호타운 60,"87,950", - ,44,60,"578,465",0,0,1,0,0,1,0,0,1999,72.5,29,4,290,32.22222222,10,0.95862069,0.856115108,0.220689655,9,12,1,1,0,0,0,0,1,0,0,0,0,4
645,서울특별시 강서구 염창동 동아 110,"105,000",-0.1,71,110,"578,465",1,0,1,0,0,1,0,0,1998,155.6,74,5,778,29.92307692,10.51351351,0.988431877,0.749024707,0.154241645,26,4,1,1,0,0,0,1,0,0,0,0,0,3
646,서울특별시 강서구 염창동 동아 60,"84,000", - ,39,60,"578,465",0,0,1,0,0,1,0,0,1998,155.6,74,5,778,29.92307692,10.51351351,0.988431877,0.749024707,0.154241645,26,4,1,1,0,0,0,1,0,0,0,0,0,3
647,서울특별시 강서구 염창동 동아 80,"115,000", - ,54,80,"578,465",0,0,1,0,0,1,0,0,1998,155.6,74,5,778,29.92307692,10.51351351,0.988431877,0.749024707,0.154241645,26,4,1,1,0,0,0,1,0,0,0,0,0,3
648,서울특별시 강서구 염창동 동아3 60,"86,750",-21,57,60,"578,465",2,0,1,0,0,1,0,0,1999,71.25,47,8,570,38,12.12765957,1.068421053,0.878489327,0.136842105,15,20,1,1,0,0,0,1,0,0,0,0,0,4
649,서울특별시 강서구 염창동 동아3 80,"117,625", - ,40,80,"578,465",0,0,1,0,0,1,0,0,1999,71.25,47,8,570,38,12.12765957,1.068421053,0.878489327,0.136842105,15,20,1,1,0,0,0,1,0,0,0,0,0,4
650,서울특별시 강서구 염창동 롯데캐슬 130,"154,300", - ,45,130,"578,465",0,0,1,0,0,1,0,0,2005,56.8,54,5,284,14.94736842,5.259259259,1.584507042,1,0.228873239,19,12,1,1,0,0,0,0,1,1,0,0,0,4
651,서울특별시 강서구 염창동 롯데캐슬 80,"130,000", - ,59,80,"578,465",0,0,1,0,0,1,0,0,2005,56.8,54,5,284,14.94736842,5.259259259,1.584507042,1,0.228873239,19,12,1,1,0,0,0,0,1,1,0,0,0,4
652,서울특별시 강서구 염창동 무학 60,"83,000",-3,57,60,"578,465",1,0,1,0,0,1,0,0,1999,54.6,26,5,273,34.125,10.5,1.073260073,0.750853242,0.117216117,8,12,1,1,0,0,0,1,0,0,0,0,1,4
653,서울특별시 강서구 염창동 무학 80,"110,000",4.5,47,80,"578,465",1,0,1,0,0,1,0,0,1999,54.6,26,5,273,34.125,10.5,1.073260073,0.750853242,0.117216117,8,12,1,1,0,0,0,1,0,0,0,0,1,4
654,서울특별시 강서구 염창동 벽산늘푸른 60,"81,000", - ,49,60,"578,465",0,0,1,0,0,1,0,0,1998,103,25,2,206,25.75,8.24,0.839805825,0.722543353,0.194174757,8,4,1,1,0,0,0,1,0,0,1,0,0,6
655,서울특별시 강서구 염창동 벽산늘푸른 80,"84,000", - ,60,80,"578,465",0,0,1,0,0,1,0,0,1998,103,25,2,206,25.75,8.24,0.839805825,0.722543353,0.194174757,8,4,1,1,0,0,0,1,0,0,1,0,0,6
656,서울특별시 강서구 염창동 삼성하나로 60,"70,500", - ,47,60,"578,465",0,0,1,0,0,1,0,0,1994,178,24,1,178,25.42857143,7.416666667,0.730337079,0.692307692,0.179775281,7,12,1,1,0,0,0,1,0,1,1,0,0,4
657,서울특별시 강서구 염창동 삼성한마음 60,"76,500", - ,50,60,"578,465",0,0,1,0,0,1,0,0,1995,66,35,5,330,30,9.428571429,0.972727273,0.364485981,0.154545455,11,12,1,1,0,0,0,1,0,1,0,0,0,4
658,서울특별시 강서구 염창동 삼성한마음 80,"103,000", - ,41,80,"578,465",0,0,1,0,0,1,0,0,1995,66,35,5,330,30,9.428571429,0.972727273,0.364485981,0.154545455,11,12,1,1,0,0,0,1,0,1,0,0,0,4
660,서울특별시 강서구 염창동 성원 60,"82,500",5.5,35,60,"578,465",2,0,1,0,0,1,0,0,2001,99,28,3,297,29.7,10.60714286,1.175084175,0.833810888,0.188552189,10,12,0,1,0,0,1,0,0,0,0,0,0,5
661,서울특별시 강서구 염창동 신동아 60,"82,350", - ,46,60,"578,465",0,0,1,0,0,1,0,0,1995,116,36,3,348,29,9.666666667,0.836206897,0.76975945,0.183908046,12,18,1,1,0,0,0,1,0,0,1,0,0,5
662,서울특별시 강서구 염창동 신동아 80,"102,000", - ,45,80,"578,465",0,0,1,0,0,1,0,0,1995,116,36,3,348,29,9.666666667,0.836206897,0.76975945,0.183908046,12,18,1,1,0,0,0,1,0,0,1,0,0,5
663,서울특별시 강서구 염창동 염창1차보람더하임 80,"112,000",-4.5,48,80,"578,465",1,0,1,0,0,0,1,0,2008,50.5,28,4,202,22.44444444,7.214285714,1.361386139,1,0.366336634,9,12,1,1,0,0,0,0,1,0,0,0,1,5
664,서울특별시 강서구 염창동 염창1차한화꿈에그린 60,"118,750", - ,42,60,"578,465",0,0,1,0,0,1,0,0,2005,60.28571429,44,7,422,28.13333333,9.590909091,1.203791469,0.988188976,0.265402844,15,12,1,1,0,0,0,0,1,0,0,0,0,4
665,서울특별시 강서구 염창동 염창1차한화꿈에그린 80,"145,000",6,57,80,"578,465",1,0,1,0,0,1,0,0,2005,60.28571429,44,7,422,28.13333333,9.590909091,1.203791469,0.988188976,0.265402844,15,12,1,1,0,0,0,0,1,0,0,0,0,4
667,서울특별시 강서구 염창동 염창3우성 80,"95,000", - ,48,80,"578,465",0,0,1,0,0,1,0,0,1993,98,37,2,196,15.07692308,5.297297297,0.816326531,0.48125,0.163265306,13,12,1,1,0,0,0,0,1,0,0,0,0,4
668,서울특별시 강서구 염창동 염창동한강우성 70,"81,250", - ,44,70,"578,465",0,0,1,0,0,1,0,0,1990,84.75,41,4,339,24.21428571,8.268292683,0.961651917,0.036809816,0.247787611,14,12,1,1,0,0,0,1,0,0,0,0,0,4
669,서울특별시 강서구 염창동 염창동한강우성 80,"105,000",17.4,46,80,"578,465",1,0,1,0,0,1,0,0,1990,84.75,41,4,339,24.21428571,8.268292683,0.961651917,0.036809816,0.247787611,14,12,1,1,0,0,0,1,0,0,0,0,0,4
671,서울특별시 강서구 염창동 우성2 80,"102,000",6.4,46,80,"578,465",1,0,1,0,0,1,0,0,1992,186,21,1,186,31,8.857142857,0.967741935,0,0.177419355,6,12,1,1,0,0,0,1,0,0,0,0,0,4
672,서울특별시 강서구 염창동 월드메르디앙 80,"105,000", - ,50,80,"578,465",0,0,1,0,0,1,0,0,2004,33.6,22,5,168,28,7.636363636,1.095238095,0.826086957,0.285714286,6,12,1,1,0,0,0,0,1,0,1,0,0,5
675,서울특별시 강서구 염창동 일신건영휴먼빌 80,"98,000",-7.1,50,80,"578,465",1,0,1,0,0,1,0,0,2004,55.33333333,24,3,166,23.71428571,6.916666667,1.126506024,0.802139037,0.192771084,7,12,1,1,0,0,0,0,1,0,1,0,0,4
676,서울특별시 강서구 염창동 태영 60,"75,710", - ,49,60,"578,465",0,0,1,0,0,1,0,0,1999,69.25,34,4,277,30.77777778,8.147058824,1.108303249,0.859934853,0.267148014,9,12,1,1,0,0,0,1,0,0,1,0,0,5
677,서울특별시 강서구 염창동 태진한솔 60,"71,000", - ,55,60,"578,465",0,0,1,0,0,1,0,0,1994,71.2,35,5,356,29.66666667,10.17142857,1.129213483,0.286069652,0.191011236,12,12,0,1,0,0,0,1,0,0,0,0,0,3
678,서울특별시 강서구 염창동 한강동아 60,"86,333", - ,44,60,"578,465",0,0,1,0,0,1,0,0,1998,70.66666667,25,3,212,26.5,8.48,1.202830189,0.890196078,0.141509434,8,4,1,1,0,0,0,1,0,0,1,0,0,5
680,서울특별시 강서구 염창동 현대3 60,"70,000", - ,54,60,"578,465",0,0,1,0,0,1,0,0,1996,127,14,1,127,31.75,9.071428571,0.850393701,0.925925926,0.251968504,4,12,0,1,0,0,0,1,0,1,0,0,0,5
681,서울특별시 강서구 염창동 현대3 80,"88,000", - ,46,80,"578,465",0,0,1,0,0,1,0,0,1996,127,14,1,127,31.75,9.071428571,0.850393701,0.925925926,0.251968504,4,12,0,1,0,0,0,1,0,1,0,0,0,5
685,서울특별시 강서구 화곡동 강서힐스테이트 130,"168,500", - ,54,130,"578,465",0,0,1,0,0,1,0,0,2015,70.35135135,218,37,2603,38.27941176,11.94036697,1.697272378,0.998868266,0.401459854,68,4,1,0,0,1,0,0,1,1,1,0,1,9
686,서울특별시 강서구 화곡동 강서힐스테이트 150,"175,000", - ,51,150,"578,465",0,0,1,0,0,1,0,0,2015,70.35135135,218,37,2603,38.27941176,11.94036697,1.697272378,0.998868266,0.401459854,68,4,1,0,0,1,0,0,1,1,1,0,1,9
687,서울특별시 강서구 화곡동 강서힐스테이트 60,"112,700", - ,51,60,"578,465",0,0,1,0,0,1,0,0,2015,70.35135135,218,37,2603,38.27941176,11.94036697,1.697272378,0.998868266,0.401459854,68,4,1,0,0,1,0,0,1,1,1,0,1,9
688,서울특별시 강서구 화곡동 강서힐스테이트 80,"141,250",5.3,50,80,"578,465",2,0,1,0,0,1,0,0,2015,70.35135135,218,37,2603,38.27941176,11.94036697,1.697272378,0.998868266,0.401459854,68,4,1,0,0,1,0,0,1,1,1,0,1,9
692,서울특별시 강서구 화곡동 대림e편한세상 110,"87,000",8,69,110,"578,465",1,0,1,0,0,1,0,0,1992,83.2,55,5,416,23.11111111,7.563636364,0.867788462,0.362880886,0.144230769,18,12,1,1,0,0,0,0,1,1,1,0,0,4
693,서울특별시 강서구 화곡동 대림e편한세상 80,"73,600", - ,63,80,"578,465",0,0,1,0,0,1,0,0,1992,83.2,55,5,416,23.11111111,7.563636364,0.867788462,0.362880886,0.144230769,18,12,1,1,0,0,0,0,1,1,1,0,0,4
695,서울특별시 강서구 화곡동 미성아파트 80,"56,500", - ,52,80,"578,465",0,0,1,0,0,1,0,0,1987,76,32,3,228,19,7.125,0.653508772,0,0.140350877,12,6,1,1,0,0,0,1,0,0,0,0,0,5
700,서울특별시 강서구 화곡동 우장산롯데캐슬 130,"154,700", - ,60,130,"578,465",0,0,1,0,0,1,0,0,2003,55.42857143,104,21,1164,34.23529412,11.19230769,1.682989691,0.953547728,0.215635739,34,4,1,1,0,0,0,0,1,1,1,0,0,6
701,서울특별시 강서구 화곡동 우장산롯데캐슬 180,"156,500", - ,70,180,"578,465",0,0,1,0,0,1,0,0,2003,55.42857143,104,21,1164,34.23529412,11.19230769,1.682989691,0.953547728,0.215635739,34,4,1,1,0,0,0,0,1,1,1,0,0,6
702,서울특별시 강서구 화곡동 우장산롯데캐슬 80,"126,000", - ,46,80,"578,465",0,0,1,0,0,1,0,0,2003,55.42857143,104,21,1164,34.23529412,11.19230769,1.682989691,0.953547728,0.215635739,34,4,1,1,0,0,0,0,1,1,1,0,0,6
703,"서울특별시 강서구 화곡동 우장산아이파크,이편한세상 110","147,500",-0.3,59,110,"578,465",2,0,1,0,0,1,0,0,2008,59.92857143,224,42,2517,34.01351351,11.23660714,1.291219706,0.035692308,0.249106079,74,4,1,0,0,1,0,0,1,1,1,0,1,0
704,"서울특별시 강서구 화곡동 우장산아이파크,이편한세상 60","107,900",-3.6,50,60,"578,465",1,0,1,0,0,1,0,0,2008,59.92857143,224,42,2517,34.01351351,11.23660714,1.291219706,0.035692308,0.249106079,74,4,1,0,0,1,0,0,1,1,1,0,1,0
705,"서울특별시 강서구 화곡동 우장산아이파크,이편한세상 80","128,000",-5.5,52,80,"578,465",1,0,1,0,0,1,0,0,2008,59.92857143,224,42,2517,34.01351351,11.23660714,1.291219706,0.035692308,0.249106079,74,4,1,0,0,1,0,0,1,1,1,0,1,0
706,서울특별시 강서구 화곡동 우장산에스케이뷰 80,"93,500", - ,50,80,"578,465",0,0,1,0,0,1,0,0,2006,101.5,28,2,203,25.375,7.25,1.305418719,0,0.334975369,8,12,1,1,0,0,0,0,1,0,0,0,0,5
707,서울특별시 강서구 화곡동 우장산한화꿈에그린 120,"97,000", - ,60,120,"578,465",0,0,1,0,0,1,0,0,2004,62.33333333,26,3,187,31.16666667,7.192307692,1.497326203,1,0.294117647,6,12,1,1,0,0,0,0,1,0,0,0,0,3
712,서울특별시 강서구 화곡동 중앙화곡하이츠 60,"54,500",-1.8,52,60,"578,465",2,0,1,0,0,1,0,0,1988,118.25,42,4,473,29.5625,11.26190476,0.344608879,0,0.054968288,16,12,1,1,0,0,1,0,0,0,0,0,0,2
713,서울특별시 강서구 화곡동 중앙화곡하이츠 70,"53,750", - ,55,70,"578,465",0,0,1,0,0,1,0,0,1988,118.25,42,4,473,29.5625,11.26190476,0.344608879,0,0.054968288,16,12,1,1,0,0,1,0,0,0,0,0,0,2
714,서울특별시 강서구 화곡동 초록 50,"70,000", - ,53,50,"578,465",0,0,1,0,0,1,0,0,1998,69.55555556,55,9,626,32.94736842,11.38181818,0.677316294,0.629716981,0.102236422,19,12,1,0,0,1,0,1,0,0,0,0,0,6
715,서울특별시 강서구 화곡동 초록 60,"80,850", - ,42,60,"578,465",0,0,1,0,0,1,0,0,1998,69.55555556,55,9,626,32.94736842,11.38181818,0.677316294,0.629716981,0.102236422,19,12,1,0,0,1,0,1,0,0,0,0,0,6
718,서울특별시 강서구 화곡동 화곡보람 80,"88,000", - ,49,80,"578,465",0,0,1,0,0,1,0,0,2004,62.33333333,22,3,187,31.16666667,8.5,1.176470588,0.745454545,0.155080214,6,4,1,1,0,0,0,0,1,0,0,0,0,5
719,서울특별시 강서구 화곡동 화곡푸르지오 100,"118,000", - ,56,100,"578,465",0,0,1,0,0,1,0,0,2002,43.52,226,50,2176,30.64788732,9.628318584,1.925551471,0.843914081,0.266544118,71,12,1,0,0,1,0,0,1,1,0,0,1,7
720,서울특별시 강서구 화곡동 화곡푸르지오 130,"115,000", - ,56,130,"578,465",0,0,1,0,0,1,0,0,2002,43.52,226,50,2176,30.64788732,9.628318584,1.925551471,0.843914081,0.266544118,71,12,1,0,0,1,0,0,1,1,0,0,1,7
721,서울특별시 강서구 화곡동 화곡푸르지오 140,"143,500", - ,48,140,"578,465",0,0,1,0,0,1,0,0,2002,43.52,226,50,2176,30.64788732,9.628318584,1.925551471,0.843914081,0.266544118,71,12,1,0,0,1,0,0,1,1,0,0,1,7
722,서울특별시 강서구 화곡동 화곡푸르지오 160,"149,000", - ,40,160,"578,465",0,0,1,0,0,1,0,0,2002,43.52,226,50,2176,30.64788732,9.628318584,1.925551471,0.843914081,0.266544118,71,12,1,0,0,1,0,0,1,1,0,0,1,7
